"Code","Symbol","Industry","Board"
"POLY.JK","Polysindo Eka Per","Unknown","Jakarta"
"PNLF.JK","Panin Life Tbk","Unknown","Jakarta"
"ITMA.JK","Itamaraya Gold In","Unknown","Jakarta"
"LSIP.JK","PP London Sumater","Unknown","Jakarta"
"LPGI.JK","Lippo General Ins","Unknown","Jakarta"
"WEHA.JK","Panorama Transpor","Unknown","Jakarta"
"TGKA.JK","Tigaraksa Satria","Unknown","Jakarta"
"BIPP.JK","Bhuwanatala Indah","Unknown","Jakarta"
"ASBI.JK","Asuransi Bintang","Unknown","Jakarta"
"BCIC-W5.JK","Waran Seri V Bank","Unknown","Jakarta"
"ELTY.JK","Bakrieland Develo","Unknown","Jakarta"
"FORU.JK","Fortune Indonesia","Unknown","Jakarta"
"AKRA.JK","AKR Corporindo Tb","Unknown","Jakarta"
"HDTX.JK","Panasia  Indosynt","Unknown","Jakarta"
"ULTJ.JK","Ultra Jaya Milk T","Unknown","Jakarta"
"BISI.JK","BISI Internationa","Unknown","Jakarta"
"BKDP.JK","Bukit Darmo Prope","Unknown","Jakarta"
"INDF.JK","Indofood Sukses M","Unknown","Jakarta"
"SGRO.JK","Sampoerna Agro Tb","Unknown","Jakarta"
"LPIN.JK","Multi Prima Sejah","Unknown","Jakarta"
"BSWD.JK","Bank Swadesi Tbk","Unknown","Jakarta"
"SIIP.JK","Suryainti Permata","Unknown","Jakarta"
"PTSN.JK","Sat Nusapersada T","Unknown","Jakarta"
"PUDP.JK","Pudjiadi Prestige","Unknown","Jakarta"
"PSAB.JK","Pelita Sejahtera","Unknown","Jakarta"
"PLAS.JK","Redland Asia Capi","Unknown","Jakarta"
"BAEK.JK","Bank Ekonomi Raha","Unknown","Jakarta"
"CFIN-W.JK","Waran Seri IV Cli","Unknown","Jakarta"
"FPNI.JK","Titan Kimia Nusan","Unknown","Jakarta"
"TOTL.JK","Total Bangun Pers","Unknown","Jakarta"
"WICO.JK","Wicaksana Oversea","Unknown","Jakarta"
"JPRS.JK","Jaya Pari Steel T","Unknown","Jakarta"
"MERK.JK","Merck Tbk","Unknown","Jakarta"
"IIKP.JK","Inti Agri Resourc","Unknown","Jakarta"
"GSMF.JK","Equity Developmen","Unknown","Jakarta"
"GPRA.JK","Perdana Gapurapri","Unknown","Jakarta"
"MDRN.JK","Modern Internasio","Unknown","Jakarta"
"CPDW.JK","Cipendawa Tbk","Unknown","Jakarta"
"HADE.JK","HD Capital Tbk","Unknown","Jakarta"
"DEWA-W.JK","Waran Seri I Darm","Unknown","Jakarta"
"SCCO.JK","Supreme Cable Man","Unknown","Jakarta"
"DNET.JK","Dyviacom Intrabum","Unknown","Jakarta"
"RDTX.JK","Roda Vivatex Tbk","Unknown","Jakarta"
"AIMS.JK","Akbar Indo Makmur","Unknown","Jakarta"
"INAI.JK","Indal Aluminium I","Unknown","Jakarta"
"MAPI.JK","Mitra Adiperkasa","Unknown","Jakarta"
"AISA.JK","Tiga Pilar Sejaht","Unknown","Jakarta"
"PWON.JK","Pakuwon Jati Tbk","Unknown","Jakarta"
"ARGO.JK","Argo Pantes Tbk","Unknown","Jakarta"
"BTEK.JK","Bumi Teknokultura","Unknown","Jakarta"
"ASJT.JK","Asuransi Jasa Tan","Unknown","Jakarta"
"AMAG-W.JK","Warrant Seri I As","Unknown","Jakarta"
"LAPD-W.JK","Waran Seri II Ley","Unknown","Jakarta"
"JIHD.JK","Jakarta Int l Hot","Unknown","Jakarta"
"BCAP.JK","Bhakti Capital In","Unknown","Jakarta"
"YPAS.JK","Yanaprima Hastape","Unknown","Jakarta"
"BIMA.JK","Primarindo Asia I","Unknown","Jakarta"
"IKBI.JK","Sumi Indo Kabel T","Unknown","Jakarta"
"SMGR.JK","Semen Gresik (Per","Unknown","Jakarta"
"INCO.JK","International Nic","Unknown","Jakarta"
"ITMG.JK","Indo Tambangraya","Unknown","Jakarta"
"SIMM.JK","Surya Intrindo Ma","Unknown","Jakarta"
"PICO.JK","Pelangi Indah Can","Unknown","Jakarta"
"SCMA.JK","Surya Citra Media","Unknown","Jakarta"
"BKDP-W.JK","Waran Seri I Buki","Unknown","Jakarta"
"LAPD.JK","Leyand Internatio","Unknown","Jakarta"
"SMDR.JK","Samudera Indonesi","Unknown","Jakarta"
"SDRA.JK","Bank Himpunan Sau","Unknown","Jakarta"
"MICE.JK","Multi Indocitra T","Unknown","Jakarta"
"IDKM.JK","Indosiar Karya Me","Unknown","Jakarta"
"LMPI.JK","Langgeng Makmur P","Unknown","Jakarta"
"ARTI.JK","Ratu Prabu Energi","Unknown","Jakarta"
"KLBF.JK","Kalbe Farma Tbk","Unknown","Jakarta"
"INPC.JK","Bank Artha Graha","Unknown","Jakarta"
"KAEF.JK","Kimia Farma Tbk","Unknown","Jakarta"
"WIKA.JK","Wijaya Karya (Per","Unknown","Jakarta"
"DUTI.JK","Duta Pertiwi Tbk","Unknown","Jakarta"
"AISA-R.JK","AISA-R.JK","Unknown","Unknown"
"VOKS.JK","Voksel Electric T","Unknown","Jakarta"
"PTSP.JK","Pioneerindo Gourm","Unknown","Jakarta"
"MACO.JK","Courts Indonesia","Unknown","Jakarta"
"PSKT.JK","Pusako Tarinka Tb","Unknown","Jakarta"
"SSTM.JK","Sunson Textile Ma","Unknown","Jakarta"
"MPPA-W.JK","Waran Seri I Mata","Unknown","Jakarta"
"ASIA.JK","Asia Natural Reso","Unknown","Jakarta"
"TURI.JK","Tunas Ridean Tbk","Unknown","Jakarta"
"CKRA.JK","Citra Kebun Raya","Unknown","Jakarta"
"MASA-W.JK","Waran Multistrada","Unknown","Jakarta"
"BUMI.JK","Bumi Resources Tb","Unknown","Jakarta"
"MAMI.JK","Mas Murni Indones","Unknown","Jakarta"
"PROD.JK","Sara Lee Body Car","Unknown","Jakarta"
"PANS.JK","Panin Sekuritas T","Unknown","Jakarta"
"MLBI.JK","Multi Bintang Ind","Unknown","Jakarta"
"BHIT.JK","Bhakti Investama","Unknown","Jakarta"
"BAPA-W.JK","Waran Seri I Beka","Unknown","Jakarta"
"ASGR.JK","Astra Graphia Tbk","Unknown","Jakarta"
"JRPT.JK","Jaya Real Propert","Unknown","Jakarta"
"TMAS.JK","Pelayaran Tempura","Unknown","Jakarta"
"WAPO.JK","Wahana Phonix Man","Unknown","Jakarta"
"SMCB.JK","Holcim Indonesia","Unknown","Jakarta"
"KARK-R.JK","KARK-R.JK","Unknown","Unknown"
"INDS.JK","Indospring Tbk","Unknown","Jakarta"
"ADHI.JK","Adhi Karya (Perse","Unknown","Jakarta"
"LPLI.JK","Star Pacific Tbk","Unknown","Jakarta"
"HERO.JK","Hero Supermarket","Unknown","Jakarta"
"BUKK.JK","Bukaka Teknik Uta","Unknown","Jakarta"
"KARK.JK","Dayaindo Resource","Unknown","Jakarta"
"MBAI.JK","Multibreeder Adir","Unknown","Jakarta"
"PWSI.JK","Panca Wiratama Sa","Unknown","Jakarta"
"META.JK","Nusantara Infrast","Unknown","Jakarta"
"UNSP-W.JK","Waran Seri I Bakr","Unknown","Jakarta"
