"Code","Symbol","Name","英文名称","注册地址","A股代码","A股简称","A股上市日期","A股总股本","A股流通股本","B股代码","B股 简 称","B股上市日期","B股总股本","B股流通股本","地 区","省 份","城 市","所属行业","公司网址"
600311.SS,"荣华实业","甘肃荣华实业（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600312.SS,"平高电气","河南平高电气股份有限公司","","","","","","","","","","","","","","","","",""
600315.SS,"上海家化","上海家化联合股份有限公司","","","","","","","","","","","","","","","","",""
600316.SS,"洪都航空","江西洪都航空工业股份有限公司","","","","","","","","","","","","","","","","",""
600317.SS,"营口港","营口港务股份有限公司","","","","","","","","","","","","","","","","",""
600318.SS,"巢东股份","安徽巢东水泥股份有限公司","","","","","","","","","","","","","","","","",""
600319.SS,"亚星化学","潍坊亚星化学股份有限公司","","","","","","","","","","","","","","","","",""
600320.SS,"振华重工","上海振华重工（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600321.SS,"国栋建设","四川国栋建设股份有限公司","","","","","","","","","","","","","","","","",""
600322.SS,"天房发展","天津市房地产发展（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600323.SS,"南海发展","南海发展股份有限公司","","","","","","","","","","","","","","","","",""
600325.SS,"华发股份","珠海华发实业股份有限公司","","","","","","","","","","","","","","","","",""
600326.SS,"西藏天路","西藏天路股份有限公司","","","","","","","","","","","","","","","","",""
600327.SS,"大厦股份","无锡商业大厦大东方股份有限公司","","","","","","","","","","","","","","","","",""
600328.SS,"兰太实业","内蒙古兰太实业股份有限公司","","","","","","","","","","","","","","","","",""
600329.SS,"中新药业","天津中新药业集团股份有限公司","","","","","","","","","","","","","","","","",""
600330.SS,"天通股份","天通控股股份有限公司","","","","","","","","","","","","","","","","",""
600331.SS,"宏达股份","四川宏达股份有限公司","","","","","","","","","","","","","","","","",""
600332.SS,"广州药业","广州药业股份有限公司","","","","","","","","","","","","","","","","",""
600333.SS,"长春燃气","长春燃气股份有限公司","","","","","","","","","","","","","","","","",""
600335.SS,"鼎盛天工","鼎盛天工工程机械股份有限公司","","","","","","","","","","","","","","","","",""
600336.SS,"澳柯玛","青岛澳柯玛股份有限公司","","","","","","","","","","","","","","","","",""
600337.SS,"美克股份","美克国际家具股份有限公司","","","","","","","","","","","","","","","","",""
600338.SS,"ST珠峰","西藏珠峰工业股份有限公司","","","","","","","","","","","","","","","","",""
600339.SS,"天利高新","新疆独山子天利高新技术股份有限公司","","","","","","","","","","","","","","","","",""
600340.SS,"ST国祥","浙江国祥制冷工业股份有限公司","","","","","","","","","","","","","","","","",""
600343.SS,"航天动力","陕西航天动力高科技股份有限公司","","","","","","","","","","","","","","","","",""
600345.SS,"长江通信","武汉长江通信产业集团股份有限公司","","","","","","","","","","","","","","","","",""
600346.SS,"大橡塑","大连橡胶塑料机械股份有限公司","","","","","","","","","","","","","","","","",""
600348.SS,"国阳新能","山西国阳新能股份有限公司","","","","","","","","","","","","","","","","",""
600350.SS,"山东高速","山东高速公路股份有限公司","","","","","","","","","","","","","","","","",""
600351.SS,"亚宝药业","亚宝药业集团股份有限公司","","","","","","","","","","","","","","","","",""
600352.SS,"浙江龙盛","浙江龙盛集团股份有限公司","","","","","","","","","","","","","","","","",""
600353.SS,"旭光股份","成都旭光电子股份有限公司","","","","","","","","","","","","","","","","",""
600354.SS,"敦煌种业","甘肃省敦煌种业股份有限公司","","","","","","","","","","","","","","","","",""
600355.SS,"*ST精伦","精伦电子股份有限公司","","","","","","","","","","","","","","","","",""
600356.SS,"恒丰纸业","牡丹江恒丰纸业股份有限公司","","","","","","","","","","","","","","","","",""
600358.SS,"国旅联合","国旅联合股份有限公司","","","","","","","","","","","","","","","","",""
600359.SS,"新农开发","新疆塔里木农业综合开发股份有限公司","","","","","","","","","","","","","","","","",""
600360.SS,"华微电子","吉林华微电子股份有限公司","","","","","","","","","","","","","","","","",""
600361.SS,"华联综超","北京华联综合超市股份有限公司","","","","","","","","","","","","","","","","",""
600362.SS,"江西铜业","江西铜业股份有限公司","","","","","","","","","","","","","","","","",""
600363.SS,"联创光电","江西联创光电科技股份有限公司","","","","","","","","","","","","","","","","",""
600365.SS,"通葡股份","通化葡萄酒股份有限公司","","","","","","","","","","","","","","","","",""
600366.SS,"宁波韵升","宁波韵升股份有限公司","","","","","","","","","","","","","","","","",""
600367.SS,"红星发展","贵州红星发展股份有限公司","","","","","","","","","","","","","","","","",""
600368.SS,"五洲交通","广西五洲交通股份有限公司","","","","","","","","","","","","","","","","",""
600369.SS,"西南证券","西南证券股份有限公司","","","","","","","","","","","","","","","","",""
600370.SS,"三房巷","江苏三房巷实业股份有限公司","","","","","","","","","","","","","","","","",""
600371.SS,"万向德农","万向德农股份有限公司","","","","","","","","","","","","","","","","",""
600373.SS,"*ST鑫新","江西鑫新实业股份有限公司","","","","","","","","","","","","","","","","",""
600375.SS,"星马汽车","安徽星马汽车股份有限公司","","","","","","","","","","","","","","","","",""
600376.SS,"首开股份","北京首都开发股份有限公司","","","","","","","","","","","","","","","","",""
600377.SS,"宁沪高速","江苏宁沪高速公路股份有限公司","","","","","","","","","","","","","","","","",""
600378.SS,"天科股份","四川天一科技股份有限公司","","","","","","","","","","","","","","","","",""
600379.SS,"宝光股份","陕西宝光真空电器股份有限公司","","","","","","","","","","","","","","","","",""
600380.SS,"健康元","健康元药业集团股份有限公司","","","","","","","","","","","","","","","","",""
600381.SS,"ST贤成","青海贤成矿业股份有限公司","","","","","","","","","","","","","","","","",""
600382.SS,"广东明珠","广东明珠集团股份有限公司","","","","","","","","","","","","","","","","",""
600383.SS,"金地集团","金地（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600385.SS,"ST金泰","山东金泰集团股份有限公司","","","","","","","","","","","","","","","","",""
600386.SS,"北巴传媒","北京巴士传媒股份有限公司","","","","","","","","","","","","","","","","",""
600387.SS,"海越股份","浙江海越股份有限公司","","","","","","","","","","","","","","","","",""
600388.SS,"龙净环保","福建龙净环保股份有限公司","","","","","","","","","","","","","","","","",""
600389.SS,"江山股份","南通江山农药化工股份有限公司","","","","","","","","","","","","","","","","",""
600390.SS,"金瑞科技","金瑞新材料科技股份有限公司","","","","","","","","","","","","","","","","",""
600391.SS,"成发科技","四川成发航空科技股份有限公司","","","","","","","","","","","","","","","","",""
600392.SS,"太工天成","太原理工天成科技股份有限公司","","","","","","","","","","","","","","","","",""
600393.SS,"东华实业","广州东华实业股份有限公司","","","","","","","","","","","","","","","","",""
600395.SS,"盘江股份","贵州盘江精煤股份有限公司","","","","","","","","","","","","","","","","",""
600396.SS,"金山股份","沈阳金山能源股份有限公司","","","","","","","","","","","","","","","","",""
600397.SS,"安源股份","安源实业股份有限公司","","","","","","","","","","","","","","","","",""
600398.SS,"凯诺科技","凯诺科技股份有限公司","","","","","","","","","","","","","","","","",""
600399.SS,"抚顺特钢","抚顺特殊钢股份有限公司","","","","","","","","","","","","","","","","",""
600400.SS,"红豆股份","江苏红豆实业股份有限公司","","","","","","","","","","","","","","","","",""
600403.SS,"欣网视讯","南京欣网视讯科技股份有限公司","","","","","","","","","","","","","","","","",""
600405.SS,"动力源","北京动力源科技股份有限公司","","","","","","","","","","","","","","","","",""
600406.SS,"国电南瑞","国电南瑞科技股份有限公司","","","","","","","","","","","","","","","","",""
600408.SS,"安泰集团","山西安泰集团股份有限公司","","","","","","","","","","","","","","","","",""
600409.SS,"三友化工","唐山三友化工股份有限公司","","","","","","","","","","","","","","","","",""
600410.SS,"华胜天成","北京华胜天成科技股份有限公司","","","","","","","","","","","","","","","","",""
600415.SS,"小商品城","浙江中国小商品城集团股份有限公司","","","","","","","","","","","","","","","","",""
600416.SS,"湘电股份","湘潭电机股份有限公司","","","","","","","","","","","","","","","","",""
600418.SS,"江淮汽车","安徽江淮汽车股份有限公司","","","","","","","","","","","","","","","","",""
600419.SS,"ST天宏","新疆天宏纸业股份有限公司","","","","","","","","","","","","","","","","",""
600420.SS,"现代制药","上海现代制药股份有限公司","","","","","","","","","","","","","","","","",""
600421.SS,"ST国药","武汉国药科技股份有限公司","","","","","","","","","","","","","","","","",""
600422.SS,"昆明制药","昆明制药集团股份有限公司","","","","","","","","","","","","","","","","",""
600423.SS,"柳化股份","柳州化工股份有限公司","","","","","","","","","","","","","","","","",""
600425.SS,"青松建化","新疆青松建材化工（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600426.SS,"华鲁恒升","山东华鲁恒升化工股份有限公司","","","","","","","","","","","","","","","","",""
600428.SS,"中远航运","中远航运股份有限公司","","","","","","","","","","","","","","","","",""
600429.SS,"三元股份","北京三元食品股份有限公司","","","","","","","","","","","","","","","","",""
600432.SS,"吉恩镍业","吉林吉恩镍业股份有限公司","","","","","","","","","","","","","","","","",""
600433.SS,"冠豪高新","广东冠豪高新技术股份有限公司","","","","","","","","","","","","","","","","",""
600435.SS,"中兵光电","中兵光电科技股份有限公司","","","","","","","","","","","","","","","","",""
600436.SS,"片仔癀","漳州片仔癀药业股份有限公司","","","","","","","","","","","","","","","","",""
600438.SS,"通威股份","通威股份有限公司","","","","","","","","","","","","","","","","",""
600439.SS,"瑞贝卡","河南瑞贝卡发制品股份有限公司","","","","","","","","","","","","","","","","",""
600444.SS,"*ST国通","安徽国通高新管业股份有限公司","","","","","","","","","","","","","","","","",""
600446.SS,"金证股份","深圳市金证科技股份有限公司","","","","","","","","","","","","","","","","",""
600448.SS,"华纺股份","华纺股份有限公司","","","","","","","","","","","","","","","","",""
600449.SS,"赛马实业","宁夏赛马实业股份有限公司","","","","","","","","","","","","","","","","",""
600452.SS,"涪陵电力","重庆涪陵电力实业股份有限公司","","","","","","","","","","","","","","","","",""
600455.SS,"*ST博通","西安交大博通资讯股份有限公司","","","","","","","","","","","","","","","","",""
600456.SS,"宝钛股份","宝鸡钛业股份有限公司","","","","","","","","","","","","","","","","",""
600458.SS,"时代新材","株洲时代新材料科技股份有限公司","","","","","","","","","","","","","","","","",""
600459.SS,"贵研铂业","贵研铂业股份有限公司","","","","","","","","","","","","","","","","",""
600460.SS,"士兰微","杭州士兰微电子股份有限公司","","","","","","","","","","","","","","","","",""
600461.SS,"洪城水业","江西洪城水业股份有限公司","","","","","","","","","","","","","","","","",""
600462.SS,"*ST石岘","延边石岘白麓纸业股份有限公司","","","","","","","","","","","","","","","","",""
600463.SS,"空港股份","北京空港科技园区股份有限公司","","","","","","","","","","","","","","","","",""
600466.SS,"迪康药业","四川迪康科技药业股份有限公司","","","","","","","","","","","","","","","","",""
600467.SS,"好当家","山东好当家海洋发展股份有限公司","","","","","","","","","","","","","","","","",""
600468.SS,"百利电气","天津百利特精电气股份有限公司","","","","","","","","","","","","","","","","",""
600469.SS,"风神股份","风神轮胎股份有限公司","","","","","","","","","","","","","","","","",""
600470.SS,"六国化工","安徽六国化工股份有限公司","","","","","","","","","","","","","","","","",""
600475.SS,"华光股份","无锡华光锅炉股份有限公司","","","","","","","","","","","","","","","","",""
600476.SS,"湘邮科技","湖南湘邮科技股份有限公司","","","","","","","","","","","","","","","","",""
600477.SS,"杭萧钢构","浙江杭萧钢构股份有限公司","","","","","","","","","","","","","","","","",""
600478.SS,"科力远","湖南科力远新能源股份有限公司","","","","","","","","","","","","","","","","",""
600479.SS,"千金药业","株洲千金药业股份有限公司","","","","","","","","","","","","","","","","",""
600480.SS,"凌云股份","凌云工业股份有限公司","","","","","","","","","","","","","","","","",""
600481.SS,"双良节能","江苏双良空调设备股份有限公司","","","","","","","","","","","","","","","","",""
600482.SS,"风帆股份","风帆股份有限公司","","","","","","","","","","","","","","","","",""
600483.SS,"福建南纺","福建南纺股份有限公司","","","","","","","","","","","","","","","","",""
600485.SS,"中创信测","北京中创信测科技股份有限公司","","","","","","","","","","","","","","","","",""
600486.SS,"扬农化工","江苏扬农化工股份有限公司","","","","","","","","","","","","","","","","",""
600487.SS,"亨通光电","江苏亨通光电股份有限公司","","","","","","","","","","","","","","","","",""
600488.SS,"天药股份","天津天药药业股份有限公司","","","","","","","","","","","","","","","","",""
600489.SS,"中金黄金","中金黄金股份有限公司","","","","","","","","","","","","","","","","",""
600490.SS,"*ST合臣","上海中科合臣股份有限公司","","","","","","","","","","","","","","","","",""
600491.SS,"龙元建设","龙元建设集团股份有限公司","","","","","","","","","","","","","","","","",""
600493.SS,"凤竹纺织","福建凤竹纺织科技股份有限公司","","","","","","","","","","","","","","","","",""
600495.SS,"晋西车轴","晋西车轴股份有限公司","","","","","","","","","","","","","","","","",""
600496.SS,"精工钢构","长江精工钢结构（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600497.SS,"驰宏锌锗","云南驰宏锌锗股份有限公司","","","","","","","","","","","","","","","","",""
600498.SS,"烽火通信","烽火通信科技股份有限公司","","","","","","","","","","","","","","","","",""
600499.SS,"科达机电","广东科达机电股份有限公司","","","","","","","","","","","","","","","","",""
600500.SS,"中化国际","中化国际（控股）股份有限公司","","","","","","","","","","","","","","","","",""
600501.SS,"航天晨光","航天晨光股份有限公司","","","","","","","","","","","","","","","","",""
600502.SS,"安徽水利","安徽水利开发股份有限公司","","","","","","","","","","","","","","","","",""
600503.SS,"华丽家族","华丽家族股份有限公司","","","","","","","","","","","","","","","","",""
600505.SS,"西昌电力","四川西昌电力股份有限公司","","","","","","","","","","","","","","","","",""
600506.SS,"*ST香梨","新疆库尔勒香梨股份有限公司","","","","","","","","","","","","","","","","",""
600507.SS,"方大特钢","方大特钢科技股份有限公司","","","","","","","","","","","","","","","","",""
600508.SS,"上海能源","上海大屯能源股份有限公司","","","","","","","","","","","","","","","","",""
600509.SS,"天富热电","新疆天富热电股份有限公司","","","","","","","","","","","","","","","","",""
600510.SS,"黑牡丹","黑牡丹（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600511.SS,"国药股份","国药集团药业股份有限公司","","","","","","","","","","","","","","","","",""
600512.SS,"腾达建设","腾达建设集团股份有限公司","","","","","","","","","","","","","","","","",""
600513.SS,"联环药业","江苏联环药业股份有限公司","","","","","","","","","","","","","","","","",""
600515.SS,"*ST筑信","海南筑信投资股份有限公司","","","","","","","","","","","","","","","","",""
600516.SS,"方大炭素","方大炭素新材料科技股份有限公司","","","","","","","","","","","","","","","","",""
600517.SS,"置信电气","上海置信电气股份有限公司","","","","","","","","","","","","","","","","",""
600518.SS,"康美药业","康美药业股份有限公司","","","","","","","","","","","","","","","","",""
600519.SS,"贵州茅台","贵州茅台酒股份有限公司","","","","","","","","","","","","","","","","",""
600520.SS,"三佳科技","铜陵三佳科技股份有限公司","","","","","","","","","","","","","","","","",""
600521.SS,"华海药业","浙江华海药业股份有限公司","","","","","","","","","","","","","","","","",""
600522.SS,"中天科技","江苏中天科技股份有限公司","","","","","","","","","","","","","","","","",""
600523.SS,"贵航股份","贵州贵航汽车零部件股份有限公司","","","","","","","","","","","","","","","","",""
600525.SS,"长园集团","长园集团股份有限公司","","","","","","","","","","","","","","","","",""
600526.SS,"菲达环保","浙江菲达环保科技股份有限公司","","","","","","","","","","","","","","","","",""
600527.SS,"江南高纤","江苏江南高纤股份有限公司","","","","","","","","","","","","","","","","",""
600528.SS,"中铁二局","中铁二局股份有限公司","","","","","","","","","","","","","","","","",""
600529.SS,"山东药玻","山东省药用玻璃股份有限公司","","","","","","","","","","","","","","","","",""
600530.SS,"交大昂立","上海交大昂立股份有限公司","","","","","","","","","","","","","","","","",""
600531.SS,"豫光金铅","河南豫光金铅股份有限公司","","","","","","","","","","","","","","","","",""
600532.SS,"华阳科技","山东华阳科技股份有限公司","","","","","","","","","","","","","","","","",""
600533.SS,"栖霞建设","南京栖霞建设股份有限公司","","","","","","","","","","","","","","","","",""
600535.SS,"天士力","天津天士力制药股份有限公司","","","","","","","","","","","","","","","","",""
600536.SS,"中国软件","中国软件与技术服务股份有限公司","","","","","","","","","","","","","","","","",""
600537.SS,"海通集团","海通食品集团股份有限公司","","","","","","","","","","","","","","","","",""
600538.SS,"*ST国发","北海国发海洋生物产业股份有限公司","","","","","","","","","","","","","","","","",""
600539.SS,"狮头股份","太原狮头水泥股份有限公司","","","","","","","","","","","","","","","","",""
600540.SS,"新赛股份","新疆赛里木现代农业股份有限公司","","","","","","","","","","","","","","","","",""
600543.SS,"莫高股份","甘肃莫高实业发展股份有限公司","","","","","","","","","","","","","","","","",""
600545.SS,"新疆城建","新疆城建(集团)股份有限公司","","","","","","","","","","","","","","","","",""
600546.SS,"山煤国际","山煤国际能源集团股份有限公司","","","","","","","","","","","","","","","","",""
600547.SS,"山东黄金","山东黄金矿业股份有限公司","","","","","","","","","","","","","","","","",""
600548.SS,"深高速","深圳高速公路股份有限公司","","","","","","","","","","","","","","","","",""
600549.SS,"厦门钨业","厦门钨业股份有限公司","","","","","","","","","","","","","","","","",""
600550.SS,"天威保变","保定天威保变电气股份有限公司","","","","","","","","","","","","","","","","",""
600551.SS,"时代出版","时代出版传媒股份有限公司","","","","","","","","","","","","","","","","",""
600552.SS,"方兴科技","安徽方兴科技股份有限公司","","","","","","","","","","","","","","","","",""
600553.SS,"太行水泥","河北太行水泥股份有限公司","","","","","","","","","","","","","","","","",""
600555.SS,"九龙山","上海九龙山股份有限公司","","","","","","","","","","","","","","","","",""
600557.SS,"康缘药业","江苏康缘药业股份有限公司","","","","","","","","","","","","","","","","",""
600558.SS,"大西洋","四川大西洋焊接材料股份有限公司","","","","","","","","","","","","","","","","",""
600559.SS,"老白干酒","河北衡水老白干酒业股份有限公司","","","","","","","","","","","","","","","","",""
600560.SS,"金自天正","北京金自天正智能控制股份有限公司","","","","","","","","","","","","","","","","",""
600561.SS,"江西长运","江西长运股份有限公司","","","","","","","","","","","","","","","","",""
600562.SS,"*ST高陶","江苏高淳陶瓷股份有限公司","","","","","","","","","","","","","","","","",""
600563.SS,"法拉电子","厦门法拉电子股份有限公司","","","","","","","","","","","","","","","","",""
600565.SS,"迪马股份","重庆市迪马实业股份有限公司","","","","","","","","","","","","","","","","",""
600566.SS,"洪城股份","湖北洪城通用机械股份有限公司","","","","","","","","","","","","","","","","",""
600567.SS,"山鹰纸业","安徽山鹰纸业股份有限公司","","","","","","","","","","","","","","","","",""
600568.SS,"中珠控股","中珠控股股份有限公司","","","","","","","","","","","","","","","","",""
600569.SS,"安阳钢铁","安阳钢铁股份有限公司","","","","","","","","","","","","","","","","",""
600570.SS,"恒生电子","恒生电子股份有限公司","","","","","","","","","","","","","","","","",""
600571.SS,"信雅达","信雅达系统工程股份有限公司","","","","","","","","","","","","","","","","",""
600572.SS,"康恩贝","浙江康恩贝制药股份有限公司","","","","","","","","","","","","","","","","",""
600573.SS,"惠泉啤酒","福建省燕京惠泉啤酒股份有限公司","","","","","","","","","","","","","","","","",""
600575.SS,"芜湖港","芜湖港储运股份有限公司","","","","","","","","","","","","","","","","",""
600576.SS,"万好万家","浙江万好万家实业股份有限公司","","","","","","","","","","","","","","","","",""
600577.SS,"精达股份","铜陵精达特种电磁线股份有限公司","","","","","","","","","","","","","","","","",""
600578.SS,"京能热电","北京京能热电股份有限公司","","","","","","","","","","","","","","","","",""
600579.SS,"ST黄海","青岛黄海橡胶股份有限公司","","","","","","","","","","","","","","","","",""
600580.SS,"卧龙电气","卧龙电气集团股份有限公司","","","","","","","","","","","","","","","","",""
600581.SS,"八一钢铁","新疆八一钢铁股份有限公司","","","","","","","","","","","","","","","","",""
600582.SS,"天地科技","天地科技股份有限公司","","","","","","","","","","","","","","","","",""
600583.SS,"海油工程","海洋石油工程股份有限公司","","","","","","","","","","","","","","","","",""
600584.SS,"长电科技","江苏长电科技股份有限公司","","","","","","","","","","","","","","","","",""
600585.SS,"海螺水泥","安徽海螺水泥股份有限公司","","","","","","","","","","","","","","","","",""
600586.SS,"金晶科技","山东金晶科技股份有限公司","","","","","","","","","","","","","","","","",""
600587.SS,"新华医疗","山东新华医疗股份有限公司","","","","","","","","","","","","","","","","",""
600588.SS,"用友软件","用友软件股份有限公司","","","","","","","","","","","","","","","","",""
600589.SS,"广东榕泰","广东榕泰实业股份有限公司","","","","","","","","","","","","","","","","",""
600590.SS,"泰豪科技","泰豪科技股份有限公司","","","","","","","","","","","","","","","","",""
600592.SS,"龙溪股份","福建龙溪轴承（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600593.SS,"大连圣亚","大连圣亚旅游控股股份有限公司","","","","","","","","","","","","","","","","",""
600594.SS,"益佰制药","贵州益佰制药股份有限公司","","","","","","","","","","","","","","","","",""
600595.SS,"中孚实业","河南中孚实业股份有限公司","","","","","","","","","","","","","","","","",""
600596.SS,"新安股份","浙江新安化工集团股份有限公司","","","","","","","","","","","","","","","","",""
600597.SS,"光明乳业","光明乳业股份有限公司","","","","","","","","","","","","","","","","",""
600598.SS,"北大荒","黑龙江北大荒农业股份有限公司","","","","","","","","","","","","","","","","",""
600599.SS,"熊猫烟花","熊猫烟花集团股份有限公司","","","","","","","","","","","","","","","","",""
600600.SS,"青岛啤酒","青岛啤酒股份有限公司","","","","","","","","","","","","","","","","",""
600601.SS,"方正科技","方正科技集团股份有限公司","","","","","","","","","","","","","","","","",""
600602.SS,"广电电子","上海广电电子股份有限公司","","","","","","","","","","","","","","","","",""
600603.SS,"ST兴业","上海兴业能源控股股份有限公司","","","","","","","","","","","","","","","","",""
600604.SS,"ST二纺","上海二纺机股份有限公司","","","","","","","","","","","","","","","","",""
600605.SS,"汇通能源","上海汇通能源股份有限公司","","","","","","","","","","","","","","","","",""
600606.SS,"金丰投资","上海金丰投资股份有限公司","","","","","","","","","","","","","","","","",""
600608.SS,"*ST沪科","上海宽频科技股份有限公司","","","","","","","","","","","","","","","","",""
600609.SS,"*ST金杯","金杯汽车股份有限公司","","","","","","","","","","","","","","","","",""
600610.SS,"SST中纺","中国纺织机械股份有限公司","","","","","","","","","","","","","","","","",""
600611.SS,"大众交通","大众交通（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600612.SS,"老凤祥","老凤祥股份有限公司","","","","","","","","","","","","","","","","",""
600613.SS,"永生投资","上海永生投资管理股份有限公司","","","","","","","","","","","","","","","","",""
600614.SS,"鼎立股份","上海鼎立科技发展（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600615.SS,"丰华股份","上海丰华(集团）股份有限公司","","","","","","","","","","","","","","","","",""
600616.SS,"金枫酒业","上海金枫酒业股份有限公司","","","","","","","","","","","","","","","","",""
600617.SS,"*ST联华","上海联华合纤股份有限公司","","","","","","","","","","","","","","","","",""
600618.SS,"氯碱化工","上海氯碱化工股份有限公司","","","","","","","","","","","","","","","","",""
600619.SS,"海立股份","上海海立(集团)股份有限公司","","","","","","","","","","","","","","","","",""
600620.SS,"天宸股份","上海市天宸股份有限公司","","","","","","","","","","","","","","","","",""
600621.SS,"上海金陵","上海金陵股份有限公司","","","","","","","","","","","","","","","","",""
600622.SS,"嘉宝集团","上海嘉宝实业(集团)股份有限公司","","","","","","","","","","","","","","","","",""
600623.SS,"双钱股份","双钱集团股份有限公司","","","","","","","","","","","","","","","","",""
600624.SS,"复旦复华","上海复旦复华科技股份有限公司","","","","","","","","","","","","","","","","",""
600626.SS,"申达股份","上海申达股份有限公司","","","","","","","","","","","","","","","","",""
600628.SS,"新世界","上海新世界股份有限公司","","","","","","","","","","","","","","","","",""
600629.SS,"棱光实业","上海棱光实业股份有限公司","","","","","","","","","","","","","","","","",""
600630.SS,"龙头股份","上海龙头（集团）股份有限公司","","","","","","","","","","","","","","","","",""
600631.SS,"百联股份","上海百联集团股份有限公司","","","","","","","","","","","","","","","","",""
600634.SS,"*ST海鸟","上海海鸟企业发展股份有限公司","","","","","","","","","","","","","","","","",""
600635.SS,"大众公用","上海大众公用事业(集团)股份有限公司","","","","","","","","","","","","","","","","",""
600636.SS,"三爱富","上海三爱富新材料股份有限公司","","","","","","","","","","","","","","","","",""
600637.SS,"广电信息","上海广电信息产业股份有限公司","","","","","","","","","","","","","","","","",""
600638.SS,"新黄浦","上海新黄浦置业股份有限公司","","","","","","","","","","","","","","","","",""
600639.SS,"浦东金桥","上海金桥出口加工区开发股份有限公司","","","","","","","","","","","","","","","","",""
600640.SS,"中卫国脉","中卫国脉通信股份有限公司","","","","","","","","","","","","","","","","",""
600641.SS,"万业企业","上海万业企业股份有限公司","","","","","","","","","","","","","","","","",""
600642.SS,"申能股份","申能股份有限公司","","","","","","","","","","","","","","","","",""
600643.SS,"爱建股份","上海爱建股份有限公司","","","","","","","","","","","","","","","","",""
600644.SS,"乐山电力","乐山电力股份有限公司","","","","","","","","","","","","","","","","",""
600645.SS,"ST中源","中源协和干细胞生物工程股份公司","","","","","","","","","","","","","","","","",""
600647.SS,"同达创业","上海同达创业投资股份有限公司","","","","","","","","","","","","","","","","",""
600648.SS,"外高桥","上海外高桥保税区开发股份有限公司","","","","","","","","","","","","","","","","",""
600649.SS,"城投控股","上海城投控股股份有限公司","","","","","","","","","","","","","","","","",""
600650.SS,"锦江投资","上海锦江国际实业投资股份有限公司","","","","","","","","","","","","","","","","",""
600651.SS,"飞乐音响","上海飞乐音响股份有限公司","","","","","","","","","","","","","","","","",""
600652.SS,"爱使股份","上海爱使股份有限公司","","","","","","","","","","","","","","","","",""
600653.SS,"申华控股","上海申华控股股份有限公司","","","","","","","","","","","","","","","","",""
600654.SS,"飞乐股份","上海飞乐股份有限公司","","","","","","","","","","","","","","","","",""
600655.SS,"豫园商城","上海豫园旅游商城股份有限公司","","","","","","","","","","","","","","","","",""
600656.SS,"ST方源","东莞市方达再生资源产业股份有限公司","","","","","","","","","","","","","","","","",""
600657.SS,"信达地产","信达地产股份有限公司","","","","","","","","","","","","","","","","",""
600658.SS,"电子城","北京电子城投资开发股份有限公司","","","","","","","","","","","","","","","","",""
600660.SS,"福耀玻璃","福耀玻璃工业集团股份有限公司","","","","","","","","","","","","","","","","",""
600661.SS,"新南洋","上海新南洋股份有限公司","","","","","","","","","","","","","","","","",""
600662.SS,"强生控股","上海强生控股股份有限公司","","","","","","","","","","","","","","","","",""
600663.SS,"陆家嘴","上海陆家嘴金融贸易区开发股份有限公司","","","","","","","","","","","","","","","","",""
600664.SS,"哈药股份","哈药集团股份有限公司","","","","","","","","","","","","","","","","",""
600665.SS,"天地源","天地源股份有限公司","","","","","","","","","","","","","","","","",""
600666.SS,"西南药业","西南药业股份有限公司","","","","","","","","","","","","","","","","",""
600667.SS,"太极实业","无锡市太极实业股份有限公司","","","","","","","","","","","","","","","","",""
600668.SS,"尖峰集团","浙江尖峰集团股份有限公司","","","","","","","","","","","","","","","","",""
600671.SS,"天目药业","杭州天目山药业股份有限公司","","","","","","","","","","","","","","","","",""
600673.SS,"东阳光铝","广东东阳光铝业股份有限公司","","","","","","","","","","","","","","","","",""
600674.SS,"川投能源","四川川投能源股份有限公司","","","","","","","","","","","","","","","","",""
600675.SS,"中华企业","中华企业股份有限公司","","","","","","","","","","","","","","","","",""
600676.SS,"交运股份","上海交运股份有限公司","","","","","","","","","","","","","","","","",""
600677.SS,"航天通信","航天通信控股集团股份有限公司","","","","","","","","","","","","","","","","",""
600678.SS,"ST金顶","四川金顶(集团)股份有限公司","","","","","","","","","","","","","","","","",""
600679.SS,"金山开发","金山开发建设股份有限公司","","","","","","","","","","","","","","","","",""
600680.SS,"上海普天","上海普天邮通科技股份有限公司","","","","","","","","","","","","","","","","",""
600682.SS,"南京新百","南京新街口百货商店股份有限公司","","","","","","","","","","","","","","","","",""
600683.SS,"京投银泰","京投银泰股份有限公司","","","","","","","","","","","","","","","","",""
600684.SS,"珠江实业","广州珠江实业开发股份有限公司","","","","","","","","","","","","","","","","",""
600685.SS,"广船国际","广州广船国际股份有限公司","","","","","","","","","","","","","","","","",""
600686.SS,"金龙汽车","厦门金龙汽车集团股份有限公司","","","","","","","","","","","","","","","","",""
600687.SS,"刚泰控股","浙江刚泰控股（集团）股份有限公司","","","","","","","","","","","","","","","","",""
