"Code","Symbol","Name","英文名称","注册地址","A股代码","A股简称","A股上市日期","A股总股本","A股流通股本","B股代码","B股 简 称","B股上市日期","B股总股本","B股流通股本","地 区","省 份","城 市","所属行业","公司网址"
000421.SZ,"南京中北","南京中北(集团)股份有限公司","NANJING ZHONGBEI (GROUP) CO., LTD","江苏省南京市通江路16号",421,"南京中北",08/06/96,351684100,351639187,,,,0,0,"华东","江苏","南京市","K 社会服务","www.zhong-bei.com"
000422.SZ,"湖北宜化","湖北宜化化工股份有限公司","HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD","湖北省宜昌市猇亭大道399号",422,"湖北宜化",08/15/96,542378052,542092617,,,,0,0,"华中","湖北","宜昌市","C4 石化塑胶","www.hbyh.cn"
000423.SZ,"东阿阿胶","山东东阿阿胶股份有限公司","SHAN DONG DONG-E E-JIAO CO., LTD","山东省东阿县阿胶街78号",423,"东阿阿胶",07/29/96,654021537,653783322,,,,0,0,"华东","山东","聊城市","C8 医药生物","www.dongeejiao.com"
000425.SZ,"徐工机械","徐工集团工程机械股份有限公司","XCMG Construction Machinery Co., Ltd.","江苏省徐州经济开发区工业一区",425,"徐工机械",08/28/96,867444651,352688228,,,,0,0,"华东","江苏","徐州市","C7 机械设备","www.xcmg.com"
000426.SZ,"富龙热电","赤峰富龙热电股份有限公司","CHIFENG FULONG THERMAL POWER CO., LTD","内蒙古赤峰市松山区西站大街8号",426,"富龙热电",08/28/96,380676518,208824133,,,,0,0,"华北","内蒙古","赤峰市","D 水电煤气","www.ddjc.com.cn"
000428.SZ,"华天酒店","华天酒店集团股份有限公司","HUATIAN HOTEL GROUP CO.,LTD.","湖南省长沙市解放东路300号",428,"华天酒店",08/08/96,553020000,516550650,,,,0,0,"华中","湖南","长沙市","K 社会服务","www.huatian-hotel.com"
000429.SZ,"粤高速","广东省高速公路发展股份有限公司","GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT CO.,LTD","广东省广州市白云路85号",429,"粤高速Ａ",02/20/98,908367748,466120278,200429,"粤高速Ｂ",08/15/96,348750000,348732450,"华南","广东","广州市","F 运输仓储","www.gpedcl.com.cn"
000430.SZ,"张家界","张家界旅游开发股份有限公司","ZHANG JIA JIE TOURISM DEVELOPMENT CO.,LTD","湖南省张家界市南庄坪1号花园",430,"*ST张股",08/29/96,220035417,110787829,,,,0,0,"华中","湖南","张家界市","K 社会服务","www.zjjgf.com"
000468.SZ,"宁通信","南京普天通信股份有限公司","NANJING PUTIAN TELECOMMUNICATIONS CO., LTD","江苏省南京市江宁经济技术开发区秦淮路58号",,,,0,0,200468,"宁通信Ｂ",05/22/97,100000000,100000000,"华东","江苏","南京市","G 信息技术","www.postel.com.cn"
000488.SZ,"晨鸣纸业","山东晨鸣纸业集团股份有限公司","SHANDONG CHENMING PAPER HOLDINGS CO.,LTD","山东省寿光市圣城街595号",488,"晨鸣纸业",11/20/00,1113278456,809611528,200488,"晨 鸣Ｂ",05/26/97,557497485,557497485,"华东","山东","潍坊市","C3 造纸印刷","www.chenmingpaper.com"
000498.SZ,"丹东化纤","丹东化学纤维股份有限公司","DANDONG CHEMICAL FIBRE CO.,LTD","辽宁省丹东市振兴区纤维街58号",498,"*ST 丹化",06/09/97,440700000,437862122,,,,0,0,"东北","辽宁","丹东市","C4 石化塑胶","www.dcfic.com"
000501.SZ,"鄂武商","武汉武商集团股份有限公司","WUHAN DEPARTMENT STORE GROUP CO.LTD","湖北省武汉市江汉区解放大道690 号",501,"鄂武商Ａ",11/20/92,507248590,507199246,,,,0,0,"华中","湖北","武汉市","H 批发零售","www.wushang.com.cn"
000502.SZ,"绿景地产","绿景地产股份有限公司","LVJING REALESATE CO.,LTD","广州市天河区林和中路8号海航大厦35楼05单元",502,"绿景地产",11/23/92,184819607,183012781,,,,0,0,"华南","广东","广州市","J 房地产业","www.000502.cn"
000503.SZ,"海虹控股","海虹企业（控股）股份有限公司","SEARAINBOW HOLDING CO.,LTD","海南省海口市文华路18号文华大酒店七层",503,"海虹控股",11/30/92,749018504,568981855,,,,0,0,"华南","海南","海口市","M 综合类","www.searainbow.com"
000504.SZ,"赛迪传媒","北京赛迪传媒投资股份有限公司","BEIJING CCID MEDIA INVESTMENTS CO.,LTD","北京市昌平区科技园区火炬街甲12号206室",504,"*ST传媒",12/08/92,311573901,309877144,,,,0,0,"华北","北京","北京市","L 传播文化","www.ccidmedia.com"
000505.SZ,"珠江控股","海南珠江控股股份有限公司","HAINAN PEARL RIVER HOLDINGS CO.,LTD","海南省海口市珠江广场帝豪大厦29层",505,"ST珠江",12/21/92,361770404,360373966,200505,"ST珠江B",06/29/95,64975000,64975000,"华南","海南","海口市","J 房地产业",
000506.SZ,"中润投资","山东中润投资控股集团股份有限公司","ShanDong ZhongRun Investment Holding Group Co.,Ltd.","山东省济南市经十路13777号中润世纪广场17栋",506,"中润投资",03/12/93,774181468,245678462,,,,0,0,"华东","山东","济南市","J 房地产业",
000507.SZ,"粤富华","珠海经济特区富华集团股份有限公司","FUHUA GROUP CO.,LTD.ZHUHAI S.E.Z.","广东省珠海市拱北北岭工业区",507,"粤 富 华",03/26/93,344997420,303211017,,,,0,0,"华南","广东","珠海市","M 综合类","www.0507.com.cn"
000509.SZ,"华塑控股","华塑控股股份有限公司","Huasu Holdings CO.,Ltd","四川省南充市涪江路117号",509,"S*ST华塑",05/07/93,250009885,150795634,,,,0,0,"西南","四川","南充市","A 农林牧渔","www.000509.com"
000510.SZ,"金路集团","四川金路集团股份有限公司","SICHUAN JINLU GROUP CO., LTD","四川省德阳市岷江西路二段57号金路大厦",510,"金路集团",05/07/93,609182254,609065700,,,,0,0,"西南","四川","德阳市","C4 石化塑胶","www.JINLU.NET"
000511.SZ,"银基发展","沈阳银基发展股份有限公司","SHENYANG INGENIOUS DEVELOPMENT CO.,LTD","辽宁省沈阳市沈河区青年大街109号",511,"银基发展",05/18/93,1154832011,1154806692,,,,0,0,"东北","辽宁","沈阳市","J 房地产业","www.ingin.com"
000512.SZ,"闽灿坤","厦门灿坤实业股份有限公司","TSANN KUEN(CHINA)ENTERPRISE CO.,LTD","福建省厦门市湖里工业区兴隆路88号",,,,0,0,200512,"闽灿坤Ｂ",06/30/93,1112350077,1112350077,"华东","福建","厦门市","C7 机械设备","www.tsannkuen.com"
000513.SZ,"丽珠集团","丽珠医药集团股份有限公司","LIVZON PHARMACEUTICAL GROUP CO.,LTD","广东省珠海市拱北桂花北路132号",513,"丽珠集团",10/28/93,183728498,177621074,200513,"丽 珠Ｂ",07/20/93,111993354,111993354,"华南","广东","珠海市","C8 医药生物","www.livzon.com"
000514.SZ,"渝开发","重庆渝开发股份有限公司","CHONGQING YUKAIFA CO.,LTD","重庆市渝中区曾家岩1号附1号",514,"渝 开 发",07/12/93,697331377,694400208,,,,0,0,"西南","重庆","重庆市","J 房地产业","www.cqukf.com"
000516.SZ,"开元控股","西安开元控股集团股份有限公司","XIAN KAIYUAN HOLDING GROUP COMPANY LIMITED","陕西省西安市解放市场6号",516,"开元控股",08/09/93,713419721,541764928,,,,0,0,"西北","陕西","西安市","H 批发零售","www.kyholding.com"
000517.SZ,"荣安地产","荣安地产股份有限公司","Rongan Property Co.Ltd","中国宁波市海曙区灵桥路513号（14-12）",517,"荣安地产",08/06/93,1061307495,122513330,,,,0,0,"华东","浙江","宁波市","J 房地产业","www.rongan.com.cn"
000518.SZ,"四环生物","江苏四环生物股份有限公司","JIANGSU SIHUAN BIOENGINEERING CO.,LTD","江苏省江阴市滨江开发区",518,"四环生物",09/08/93,1029556222,900824580,,,,0,0,"华东","江苏","无锡市","C8 医药生物","www.shsw.com.cn"
000519.SZ,"银河动力","成都银河动力股份有限公司","CHENGDU　 GALAXY 　POWER　CO.，LTD","四川省成都市新都区龙桥镇",519,"银河动力",10/08/93,191153600,156362792,,,,0,0,"西南","四川","成都市","C7 机械设备","www.yhdle.com"
000520.SZ,"长航凤凰","长航凤凰股份有限公司","CHANGHANG PHOENIX CO.,LTD","湖北省武汉市江汉区民权路39号",520,"长航凤凰",10/25/93,674722303,669144645,,,,0,0,"华中","湖北","武汉市","F 运输仓储","www.csc-hy.com.cn"
000521.SZ,"美菱电器","合肥美菱股份有限公司","HEFEI MEILING CO.,LTD","合肥市经济技术开发区莲花路2163号",521,"美菱电器",10/18/93,300542949,263593560,200521,"皖美菱Ｂ",08/28/96,113100000,113100000,"华东","安徽","合肥市","C7 机械设备","www.meiling.com"
000522.SZ,"白云山","广州白云山制药股份有限公司","GUANGZHOU BAIYUNSHAN PHARMACEUTICAL CO.,LTD.","广东省广州市白云区同和街云祥路88号",522,"白云山Ａ",11/08/93,469053689,468799621,,,,0,0,"华南","广东","广州市","C8 医药生物","www.gzbys.com"
000523.SZ,"广州浪奇","广州市浪奇实业股份有限公司","LONKEY INDUSTRIAL CO.LTD., GUANGZHOU","广东省广州市天河区黄埔大道东128号",523,"广州浪奇",11/08/93,172581794,94154390,,,,0,0,"华南","广东","广州市","C4 石化塑胶","www.lonkey.com.cn"
000524.SZ,"东方宾馆","广州市东方宾馆股份有限公司","GUANGZHOU DONGFANG HOTEL CO., LTD","广东省广州市流花路120号",524,"东方宾馆",11/18/93,269673744,269671562,,,,0,0,"华南","广东","广州市","K 社会服务","www.dongfanghotel-gz.com"
000525.SZ,"红太阳","南京红太阳股份有限公司","NANJING REDSUN CO., LTD","南京市高淳县桠溪镇东风路8号",525,"红 太 阳",10/28/93,280238842,276417202,,,,0,0,"华东","江苏","南京市","C4 石化塑胶","www.china-redsun.com"
000526.SZ,"旭飞投资","厦门旭飞投资股份有限公司","XIAMEN SUNRISE INVESTMENT CO.,LTD","福建省厦门市湖里区寨上长乐路1号",526,"旭飞投资",11/01/93,96195107,96195107,,,,0,0,"华东","福建","厦门市","M 综合类","www.good-time.com.cn"
000527.SZ,"美的电器","广东美的电器股份有限公司","GUANGDONG MIDEA ELECTRIC APPLIANCES CO., LTD","广东省佛山市顺德区北滘镇蓬莱路",527,"美的电器",11/12/93,3120265276,3120265276,,,,0,0,"华南","广东","佛山市","C7 机械设备","www.midea.com.cn"
000528.SZ,"柳工","广西柳工机械股份有限公司","GUANGXI LIUGONG MACHINERY CO., LTD","广西壮族自治区柳州市柳太路1号",528,"柳 工",11/18/93,650161424,650143876,,,,0,0,"华南","广西","柳州市","C7 机械设备","www.liugong.com"
000529.SZ,"广弘控股","广东广弘控股股份有限公司","GUANGDONG GUANGHONG HOLDINGS CO.,LTD","广东省鹤山市人民西路40号",529,"广弘控股",11/18/93,583790330,237662175,,,,0,0,"华南","广东","江门市","C0 食品饮料","www.meiya.com.cn"
000530.SZ,"大冷股份","大连冷冻机股份有限公司","DALIAN REFRIGERATION CO., LTD","辽宁省大连市沙河口区西南路888号",530,"大冷股份",12/08/93,235014975,158067179,200530,"大 冷Ｂ",03/20/98,115000000,115000000,"东北","辽宁","大连市","C7 机械设备","www.daleng.cn"
000531.SZ,"穗恒运","广州恒运企业集团股份有限公司","GUANGZHOU HENGYUN ENTERPRISES HOLDING CO.,LTD","广东省广州开发区开发大道235号恒运大厦6-6M层",531,"穗恒运Ａ",01/06/94,266521260,266512567,,,,0,0,"华南","广东","广州市","D 水电煤气","www.hengyun.com.cn"
000532.SZ,"力合股份","力合股份有限公司","LIHE CO.,LTD","广东省珠海市唐家大学路101 号清华科技园创业大楼第六层东楼",532,"力合股份",01/03/94,344708340,341277424,,,,0,0,"华南","广东","珠海市","D 水电煤气","www.chinalihe.com"
000533.SZ,"万家乐","广东万家乐股份有限公司","GUANGDONG MACRO CO.,LTD","广东省佛山市顺德区大良顺峰山工业区",533,"万 家 乐",01/03/94,690816000,678684318,,,,0,0,"华南","广东","佛山市","C7 机械设备","www.macro.com.cn"
000534.SZ,"万泽股份","广东万泽实业股份有限公司","GUANGDONG WEDGE INDUSTRIAL CO.,LTD","广东省汕头市珠池路23号光明大厦B座8楼",534,"万泽股份",01/10/94,255111096,207458666,,,,0,0,"华南","广东","汕头市","D 水电煤气","www.huadian.com"
000536.SZ,"华映科技","华映科技（集团）股份有限公司","MINDONG ELECTRIC (GROUP) CO., LTD","福州市马尾区儒江西路6号1#楼第三、四层",536,"闽闽东",11/26/93,700493506,85403828,,,,0,0,"华东","福建","福州市","C7 机械设备","www.mddjg.com"
000537.SZ,"广宇发展","天津广宇发展股份有限公司","TIANJIN GUANGYU DEVELOPMENT CO., LTD","天津市经济技术开发区第三大街16号（泰达中心）",537,"广宇发展",12/10/93,512717581,512454283,,,,0,0,"华北","天津","天津市","M 综合类","www.gyfz000537.com"
000538.SZ,"云南白药","云南白药集团股份有限公司","YUNNAN BAIYAO GROUP CO.,LTD","云南省昆明市国家高新技术产业开发区",538,"云南白药",12/15/93,694266479,629245398,,,,0,0,"西南","云南","昆明市","C8 医药生物","www.yunnanbaiyao.com.cn"
000539.SZ,"粤电力","广东电力发展股份有限公司","GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD","广东省广州市天河东路2号粤电广场南塔23-26楼",539,"粤电力Ａ",11/26/93,2132111138,1987933202,200539,"粤电力Ｂ",06/28/95,665340000,665326500,"华南","广东","广州市","D 水电煤气","www.ged.com.cn"
000540.SZ,"中天城投","中天城投集团股份有限公司","Zhongtian Urban Development Group Company Limited","贵阳市中华中路1号峰会国际大厦",540,"中天城投",02/02/94,913437352,912974079,,,,0,0,"西南","贵州","贵阳市","M 综合类","www.gz-info.gov.cn/qiye/zhong"
000541.SZ,"佛山照明","佛山电器照明股份有限公司","FOSHAN ELECTRICAL AND LIGHTING CO., LTD","广东省佛山市禅城区汾江北路64 号",541,"佛山照明",11/23/93,753338745,615941678,200541,"粤照明Ｂ",08/08/95,225225000,219635295,"华南","广东","佛山市","C7 机械设备","www.Chinafsl.Com"
000543.SZ,"皖能电力","安徽省皖能股份有限公司","AN HUI WENERGY CO.,LTD","安徽省合肥市马鞍山路76号",543,"皖能电力",12/20/93,773008816,772999126,,,,0,0,"华东","安徽","合肥市","D 水电煤气","www.wenergy.com.cn"
000544.SZ,"中原环保","中原环保股份有限公司","ZHONGYUAN ENVIRONMENT PROTECTION CO.,LCD","河南省郑州市纬四路东段19 号广发大厦15层",544,"中原环保",12/08/93,269459799,114178626,,,,0,0,"华中","河南","郑州市","C6 金属非金属","www.zyhuanbao.com"
000545.SZ,"吉林制药","吉林制药股份有限公司","JILIN PHARMACEUTICAL CO., LTD","吉林省吉林市经济开发区人达街9号",545,"吉林制药",12/15/93,158243632,116010088,,,,0,0,"东北","吉林","吉林市","C8 医药生物","www.jlzcyy.com/"
000546.SZ,"光华控股","吉林光华控股集团股份有限公司","JILIN GUANGHUA HOLDING GROUP CO.,LTD.","中国吉林省长春市西安大路727号中银大厦A 座1701室",546,"光华控股",12/15/93,169506479,146238131,,,,0,0,"东北","吉林","长春市","J 房地产业",
000547.SZ,"神州学人","神州学人集团股份有限公司","CHINASCHOLARS GROUP CO., LTD","福建省福州市工业路223号",547,"闽福发Ａ",11/30/93,244846347,195962918,,,,0,0,"华东","福建","福州市","G 信息技术","www.fufa.com"
000548.SZ,"湖南投资","湖南投资集团股份有限公司","HUNAN INVESTMENT GROUP CO.,LTD","湖南省长沙市高新技术产业开发区C4组团A－718号",548,"湖南投资",12/20/93,499215811,397789900,,,,0,0,"华中","湖南","长沙市","K 社会服务","www.hntz.com.cn"
000550.SZ,"江铃汽车","江铃汽车股份有限公司","JIANGLING MOTORS CO., LTD","江西省南昌市迎宾北大道509号",550,"江铃汽车",12/01/93,519214000,515972380,200550,"江 铃Ｂ",09/29/95,344000000,344000000,"华东","江西","南昌市","C7 机械设备","www.jmc.com.cn"
000551.SZ,"创元科技","创元科技股份有限公司","CREATE TECHNOLOGY & SCIENCE CO.,LTD","苏州市高新区鹿山路35 号",551,"创元科技",01/06/94,241726394,241665494,,,,0,0,"华东","江苏","苏州市","C7 机械设备","www.000551.cn"
000552.SZ,"靖远煤电","甘肃靖远煤电股份有限公司","GANSU JINGYUAN COAL INDUSTRY AND ELECTRICITY POWER CO., LTD.","甘肃省白银市平川区王家山镇",552,"靖远煤电",01/06/94,177870000,102133124,,,,0,0,"西北","甘肃","白银市","B 采掘业","www.changfeng.info.com"
000553.SZ,"沙隆达","湖北沙隆达股份有限公司","HUBEI SANONDA CO., LTD","湖北省荆州市北京东路93号",553,"沙隆达Ａ",12/03/93,363923220,363880508,200553,"沙隆达Ｂ",05/15/97,230000000,230000000,"华中","湖北","荆州市","C4 石化塑胶","www.sanonda.com.cn"
000554.SZ,"泰山石油","中国石化山东泰山石油股份有限公司","SINOPEC SHANDONG TAISHAN PETROLEUM CO.,LTD.","山东省泰安市东岳大街104号",554,"泰山石油",12/15/93,480793318,362586041,,,,0,0,"华东","山东","泰安市","H 批发零售",
000555.SZ,"太光电信","深圳市太光电信股份有限公司","SHENZHEN TECHO TEL CO.,LTD","深圳市福田区滨河路北与彩田路东联合广场A座3608室",555,"ST 太 光",04/08/94,90627680,90627680,,,,0,0,"华南","广东","深圳市","G 信息技术","www.techo.com"
000557.SZ,"银广夏","广夏(银川)实业股份有限公司","GUANGXIA(YINCHUAN) INDUSTRY CO., LTD","宁夏银川市高新技术产业开发区15号路东",557,"ST银广夏",06/17/94,686133996,659596804,,,,0,0,"西北","宁夏","银川市","C8 医药生物","www.guangxia.com.cn"
000558.SZ,"莱茵置业","莱茵达置业股份有限公司","LANDER REAL ESTATE CO.,LTD","浙江省杭州市文三路535 号莱茵达大厦",558,"莱茵置业",05/09/94,370746559,124457793,,,,0,0,"华东","浙江","杭州市","J 房地产业","web.shundao.net/lander"
